age,balance,housing,contact,duration,campaign,y
43,1211,yes,unknown,208,3,no
39,426,no,unknown,1029,1,yes
27,376,yes,cellular,273,1,no
39,12,yes,unknown,130,1,no
27,23,no,cellular,590,2,no
33,353,yes,cellular,107,2,no
29,330,yes,unknown,88,2,no
33,0,no,cellular,305,2,no
41,353,no,cellular,90,2,no
38,2273,yes,cellular,222,1,no
30,0,yes,cellular,127,1,no
58,744,no,telephone,38,1,no
37,608,no,cellular,380,3,no
36,356,yes,cellular,244,3,no
45,1291,yes,cellular,189,17,no
23,-306,yes,unknown,217,2,no
53,306,no,cellular,388,3,yes
44,-312,yes,unknown,22,3,no
32,493,no,cellular,289,2,no
32,71,yes,cellular,221,8,no
38,669,yes,cellular,129,2,no
47,556,yes,cellular,147,2,no
34,84,yes,unknown,299,1,no
52,108,yes,unknown,543,12,no
45,-11,yes,cellular,247,1,no
50,1164,yes,unknown,166,2,no
52,-191,yes,unknown,755,1,yes
37,132,no,unknown,336,2,no
51,2237,yes,unknown,619,1,no
32,4761,yes,cellular,159,2,no
33,-346,yes,unknown,29,3,no
28,655,yes,unknown,606,2,no
66,1048,yes,cellular,971,2,no
31,0,yes,unknown,231,2,no
35,624,yes,unknown,163,1,no
47,1784,no,cellular,385,2,yes
36,1281,no,telephone,119,2,no
32,569,no,cellular,348,1,no
34,1666,yes,unknown,30,1,no
40,168,yes,cellular,249,2,no
33,263,no,cellular,119,2,no
39,-405,yes,cellular,177,1,no
38,279,yes,unknown,110,5,no
32,0,no,cellular,594,4,yes
65,300,no,cellular,105,1,no
34,415,no,cellular,123,1,no
34,0,yes,cellular,172,4,no
42,1322,yes,cellular,178,1,no
31,1062,yes,cellular,230,1,no
47,302,yes,unknown,89,3,no
44,809,yes,unknown,118,4,no
38,-278,yes,cellular,143,2,no
28,3238,yes,unknown,7,1,no
46,751,yes,unknown,104,2,no
51,-28,no,unknown,220,2,no
42,0,no,unknown,85,2,no
37,2442,no,cellular,91,3,yes
58,1798,yes,cellular,19,8,no
43,132,no,cellular,574,1,yes
36,260,yes,cellular,49,1,no
34,7,yes,cellular,171,2,no
31,3283,no,cellular,258,1,yes
49,323,yes,cellular,41,2,no
54,2960,yes,cellular,83,1,no
29,486,no,telephone,95,1,no
51,343,yes,unknown,78,2,no
40,507,yes,cellular,134,1,no
35,5958,yes,cellular,215,1,yes
25,304,no,cellular,226,2,yes
32,118,yes,cellular,1275,1,yes
30,123,no,unknown,66,1,no
38,76,yes,cellular,196,3,no
46,70,yes,cellular,229,2,yes
43,960,yes,unknown,241,2,no
32,2185,no,cellular,354,2,no
29,309,yes,cellular,471,3,no
56,2190,no,cellular,90,2,no
57,0,no,unknown,58,8,no
38,3732,yes,unknown,379,2,no
51,1550,no,unknown,12,5,no
35,62,no,cellular,67,1,no
37,704,no,unknown,165,7,no
48,4415,yes,cellular,1032,3,yes
30,4,yes,unknown,84,3,no
60,262,no,cellular,393,4,no
56,238,yes,cellular,808,1,no
45,97,yes,unknown,923,3,no
38,410,no,cellular,63,6,no
20,1191,no,cellular,274,1,no
59,-47,yes,cellular,84,4,no
34,197,no,cellular,78,3,yes
36,6,no,unknown,41,7,no
53,2398,yes,cellular,317,1,yes
51,630,yes,cellular,138,1,no
58,235,no,cellular,88,4,no
48,1910,yes,unknown,413,2,no
56,3172,yes,cellular,139,1,no
51,872,no,cellular,82,2,no
35,407,yes,cellular,12,6,no
40,100,yes,cellular,221,1,yes
59,345,no,unknown,38,1,no
44,2058,no,cellular,661,1,no
49,889,no,telephone,388,1,yes
35,0,yes,cellular,151,7,no
41,51,no,cellular,140,8,no
55,150,no,cellular,124,1,no
51,34,no,cellular,200,1,no
27,795,no,cellular,101,3,no
57,282,no,cellular,261,12,no
51,2139,no,cellular,176,2,no
38,-469,yes,unknown,209,12,no
49,197,yes,cellular,223,1,yes
40,825,yes,cellular,38,1,no
47,3232,no,telephone,541,1,no
48,1598,yes,unknown,84,1,no
47,871,no,cellular,602,9,no
56,83,no,cellular,26,11,no
29,1445,no,cellular,328,2,yes
38,226,yes,unknown,762,3,yes
32,-55,yes,cellular,107,4,no
42,243,yes,unknown,46,5,no
30,-336,no,cellular,128,6,no
26,3672,yes,unknown,360,5,no
35,0,yes,cellular,524,1,yes
35,251,yes,unknown,128,3,no
35,44,no,cellular,310,2,no
57,2887,no,cellular,819,10,yes
29,1992,no,cellular,202,1,no
32,2,no,unknown,144,2,no
45,1415,yes,cellular,311,1,no
51,297,yes,cellular,415,4,yes
31,1094,yes,unknown,93,8,no
50,-84,yes,unknown,101,1,no
38,-1,yes,unknown,72,1,no
37,347,yes,cellular,282,1,no
35,1253,yes,unknown,210,2,no
37,4565,no,cellular,369,1,no
28,781,no,cellular,125,6,no
38,7124,no,unknown,301,6,no
43,17555,no,cellular,14,14,no
43,5172,yes,unknown,57,3,no
56,15520,no,cellular,420,1,no
32,13711,yes,cellular,638,1,no
58,1533,no,unknown,137,2,no
47,286,no,cellular,557,7,no
31,-219,yes,unknown,66,2,no
38,0,yes,unknown,206,1,no
50,810,yes,unknown,19,14,no
32,300,no,cellular,166,2,no
37,1175,yes,cellular,102,1,no
39,0,yes,unknown,46,2,no
40,113,yes,unknown,126,1,no
41,641,yes,unknown,161,1,no
45,1477,yes,cellular,355,1,no
31,0,yes,unknown,40,2,no
54,8,yes,cellular,143,1,no
39,399,yes,cellular,133,2,no
56,-435,yes,unknown,185,2,no
35,2830,no,unknown,22,12,no
34,15,no,cellular,184,7,no
31,125,no,cellular,78,2,no
38,45,no,cellular,125,4,no
41,13,no,unknown,189,2,no
44,0,yes,unknown,300,1,no
49,579,yes,unknown,396,1,no
30,432,yes,unknown,340,3,no
31,1987,yes,telephone,55,2,no
34,857,yes,cellular,238,6,no
70,15834,no,cellular,172,3,no
45,3370,no,unknown,36,3,no
31,6290,no,cellular,303,2,no
57,808,no,cellular,417,3,no
40,4075,yes,unknown,162,3,no
28,373,yes,cellular,10,9,no
44,-101,yes,cellular,99,1,no
49,3250,no,unknown,32,3,no
46,1375,yes,cellular,308,3,no
34,180,no,cellular,298,3,no
58,175,no,cellular,92,4,no
52,381,no,cellular,288,12,no
27,2171,yes,cellular,130,1,no
48,340,yes,cellular,255,2,no
33,10,yes,cellular,167,5,no
46,4958,yes,cellular,64,3,no
51,21244,no,cellular,166,2,no
31,156,no,cellular,657,7,yes
35,473,yes,unknown,434,4,no
37,781,no,cellular,75,1,no
60,0,no,telephone,40,1,no
40,1819,no,cellular,398,2,no
50,4374,yes,cellular,163,2,no
34,456,yes,cellular,137,8,no
32,253,yes,unknown,257,3,no
36,774,yes,cellular,231,2,no
32,-59,no,unknown,192,1,no
40,-81,no,cellular,186,1,no
37,0,yes,cellular,226,1,no
57,0,yes,cellular,67,1,no
46,-3,no,cellular,205,2,no
31,2488,yes,cellular,14,1,no
39,3,no,cellular,488,1,yes
35,839,yes,unknown,50,3,no
32,103,no,cellular,312,1,no
44,316,yes,cellular,163,3,no
41,1680,yes,unknown,76,2,no
59,7179,no,cellular,150,1,no
39,247,yes,cellular,244,2,no
54,8295,no,cellular,207,1,yes
27,261,yes,cellular,113,1,no
51,95,yes,cellular,1309,4,yes
33,291,no,cellular,72,6,no
38,2240,yes,cellular,551,1,no
52,0,no,unknown,163,3,no
54,1295,yes,cellular,179,10,no
33,324,yes,cellular,217,2,no
50,669,yes,unknown,88,1,no
39,4143,yes,unknown,21,1,no
34,2646,no,cellular,142,1,yes
41,618,no,cellular,1056,1,no
48,541,yes,cellular,72,1,no
38,434,yes,unknown,411,1,no
34,622,yes,unknown,145,1,no
32,0,yes,cellular,80,2,no
48,99,yes,unknown,344,1,no
28,290,yes,cellular,128,1,no
47,1230,yes,cellular,412,1,yes
32,45,yes,cellular,908,3,no
32,923,yes,cellular,819,4,no
38,950,no,cellular,210,2,no
86,1503,no,telephone,165,3,no
47,65,no,cellular,118,8,no
42,-679,yes,cellular,159,1,no
44,773,no,cellular,618,1,no
25,10788,no,cellular,102,2,no
34,991,yes,cellular,89,1,no
34,247,no,cellular,401,2,yes
53,4143,no,cellular,200,3,no
42,-406,yes,cellular,152,5,no
30,180,no,cellular,203,1,no
26,-887,yes,cellular,827,2,yes
40,4157,yes,unknown,735,1,no
34,1386,yes,unknown,185,6,no
34,2211,no,unknown,149,1,no
40,-495,no,cellular,303,2,no
36,27359,yes,unknown,71,2,no
34,440,yes,cellular,445,2,no
32,135,yes,cellular,232,2,no
39,-735,yes,cellular,144,5,no
36,60,no,cellular,209,2,no
39,902,yes,cellular,691,2,yes
33,18347,yes,unknown,415,1,no
34,-72,yes,cellular,273,5,no
42,1205,no,telephone,376,2,yes
46,499,yes,cellular,37,10,no
32,656,yes,cellular,148,2,no
27,100,no,cellular,57,2,no
35,69,yes,unknown,461,3,no
53,619,no,unknown,198,6,no
29,192,no,cellular,327,4,no
35,0,no,cellular,669,6,no
49,87,no,cellular,165,1,no
58,3228,no,cellular,58,2,no
40,1361,no,cellular,1473,1,yes
19,0,no,cellular,123,3,no
30,34,yes,unknown,289,1,no
34,318,no,cellular,239,5,no
60,197,no,cellular,1386,1,no
28,0,no,cellular,294,2,yes
46,273,yes,cellular,910,2,yes
49,15,yes,unknown,550,7,no
59,7813,yes,cellular,75,1,no
44,-27,yes,unknown,100,3,no
33,75,no,cellular,204,4,no
54,1139,yes,cellular,155,1,no
26,115,yes,unknown,46,3,no
54,0,no,telephone,1366,1,no
48,7195,no,cellular,609,2,yes
30,-477,no,cellular,1532,2,yes
29,1026,no,cellular,226,1,yes
51,3921,yes,cellular,168,1,no
53,980,yes,cellular,352,1,yes
43,-179,yes,cellular,335,6,no
34,2552,yes,cellular,74,1,no
40,1729,yes,cellular,85,1,no
43,434,yes,unknown,117,1,no
33,-300,yes,cellular,184,1,no
66,4785,no,cellular,72,3,no
44,-329,yes,unknown,171,1,no
33,0,yes,telephone,44,8,no
31,391,no,cellular,336,2,no
71,4657,no,cellular,93,5,yes
22,3472,no,cellular,332,1,yes
46,705,no,cellular,398,1,no
32,255,yes,unknown,86,2,no
45,4365,no,cellular,45,2,no
32,350,yes,unknown,110,2,no
49,474,yes,telephone,152,3,no
27,489,yes,cellular,356,4,yes
46,757,no,unknown,382,3,no
37,695,no,cellular,233,1,no
30,-770,yes,unknown,87,1,no
44,80,yes,unknown,387,2,no
45,315,yes,cellular,103,1,no
27,213,no,cellular,378,1,yes
57,0,no,unknown,257,2,no
66,2169,no,cellular,282,1,no
40,212,no,unknown,176,1,no
48,333,yes,cellular,24,6,no
33,4404,yes,cellular,766,3,no
42,257,yes,cellular,955,2,yes
47,3188,yes,cellular,426,3,no
27,3083,yes,unknown,244,2,no
78,226,no,telephone,136,1,no
50,1260,no,cellular,172,1,no
46,1410,yes,cellular,93,1,no
41,6046,yes,telephone,300,6,yes
36,980,no,cellular,118,4,no
49,-37,no,unknown,191,2,no
46,-154,yes,unknown,107,2,no
77,680,no,telephone,513,2,no
30,799,yes,unknown,91,18,no
43,-1164,yes,cellular,76,4,no
44,2523,yes,unknown,1236,2,no
40,98,yes,unknown,193,5,no
38,3419,yes,unknown,324,5,no
25,343,no,cellular,377,1,yes
49,852,yes,cellular,408,1,no
33,50,yes,cellular,246,2,no
40,0,no,cellular,58,7,no
44,10,yes,cellular,196,1,no
32,950,yes,cellular,219,4,no
52,0,yes,cellular,197,1,no
35,175,yes,cellular,257,2,no
35,-259,yes,cellular,381,1,no
32,6217,yes,unknown,486,2,no
42,-1310,yes,unknown,162,1,no
59,139,no,unknown,153,1,no
44,7138,no,cellular,809,2,yes
50,1111,yes,cellular,50,1,no
27,113,no,cellular,39,17,no
55,-612,no,cellular,131,2,no
54,310,yes,telephone,526,4,no
31,-186,yes,unknown,172,3,no
56,2038,no,cellular,405,1,no
51,833,no,cellular,77,3,no
61,625,yes,unknown,158,2,no
34,105,yes,cellular,146,2,no
56,551,no,unknown,27,1,no
29,145,no,cellular,105,1,no
34,618,yes,unknown,119,4,no
35,1063,yes,cellular,327,1,no
56,985,no,cellular,150,2,no
45,2926,yes,cellular,482,3,no
31,-449,yes,unknown,81,2,no
37,66,no,cellular,1164,2,yes
43,0,yes,cellular,674,3,no
40,419,yes,cellular,347,1,no
44,4758,yes,cellular,712,6,yes
38,-23,no,cellular,48,2,no
58,1573,yes,cellular,279,1,no
24,77,yes,unknown,236,2,no
53,1378,yes,cellular,91,2,no
36,-73,yes,cellular,15,8,no
28,60,yes,cellular,161,1,no
45,137,yes,unknown,187,19,no
32,1583,yes,cellular,100,1,no
46,-121,yes,cellular,214,4,no
28,1065,yes,cellular,406,1,no
51,-13,yes,cellular,361,1,no
51,1869,no,unknown,30,3,no
30,4787,yes,unknown,99,2,no
39,-183,yes,unknown,202,2,no
28,702,yes,unknown,318,2,no
31,1494,no,cellular,275,12,no
31,0,yes,unknown,59,4,no
38,46,no,cellular,70,4,no
31,609,yes,cellular,1126,1,no
74,4079,no,cellular,343,3,yes
40,0,yes,cellular,228,2,yes
43,7876,yes,cellular,209,2,no
34,925,yes,cellular,709,1,yes
54,7010,no,cellular,275,2,no
51,42,yes,cellular,51,2,no
33,285,no,unknown,267,1,no
41,0,no,unknown,95,1,no
33,3170,no,cellular,246,2,no
48,8,no,cellular,46,1,no
42,216,yes,cellular,144,3,no
35,2975,no,cellular,249,2,no
25,894,yes,unknown,328,1,no
38,490,yes,unknown,17,1,no
45,245,yes,unknown,126,3,no
59,0,yes,cellular,52,8,no
47,150,no,unknown,52,1,no
33,4,yes,cellular,285,5,no
59,1727,no,telephone,500,4,yes
41,664,no,cellular,955,5,yes
42,473,yes,cellular,216,5,no
51,0,no,cellular,84,7,no
45,-192,yes,cellular,138,3,no
30,1942,yes,cellular,436,2,yes
33,5137,yes,cellular,123,1,no
43,13044,no,cellular,36,4,no
37,1053,no,unknown,405,3,no
73,154,no,cellular,103,1,no
43,625,yes,unknown,175,1,no
52,255,no,cellular,374,3,no
44,529,yes,unknown,129,4,no
56,318,no,telephone,246,3,no
21,1903,yes,unknown,107,2,no
43,1937,no,unknown,385,1,no
54,3859,no,cellular,104,3,no
59,4198,no,cellular,309,1,yes
52,230,yes,cellular,198,2,no
31,747,yes,unknown,543,2,yes
53,263,no,cellular,143,7,no
24,-46,yes,unknown,23,1,no
57,0,no,unknown,104,2,no
48,568,yes,cellular,378,2,yes
57,1469,yes,cellular,364,1,no
51,18,no,cellular,363,6,no
50,201,yes,cellular,248,1,no
34,1412,yes,unknown,157,2,no
43,-93,yes,unknown,402,2,no
31,-331,yes,unknown,203,5,no
29,486,yes,cellular,422,1,no
39,694,yes,cellular,44,1,no
36,2806,yes,unknown,358,4,no
38,0,no,cellular,39,2,no
56,2959,yes,telephone,325,1,no
41,22,yes,cellular,238,3,no
47,1167,yes,cellular,968,1,yes
38,35,yes,cellular,156,1,no
80,8304,no,telephone,681,1,no
37,4760,yes,cellular,187,2,no
44,-1313,yes,cellular,104,10,no
33,697,no,cellular,860,2,yes
53,230,no,cellular,112,2,no
69,473,no,cellular,112,1,no
46,1427,yes,unknown,32,3,no
30,201,yes,cellular,325,2,yes
31,1086,no,cellular,410,1,no
38,4335,yes,cellular,640,1,no
34,44,no,unknown,118,1,no
48,286,no,cellular,166,2,no
46,216,no,cellular,173,1,no
42,214,yes,unknown,21,24,no
41,343,yes,unknown,89,7,no
33,-77,yes,cellular,151,3,no
39,1046,no,unknown,112,4,no
27,1566,no,cellular,164,5,no
26,592,no,telephone,145,2,no
38,104,yes,cellular,606,3,yes
48,0,yes,unknown,105,1,no
54,-22,no,cellular,85,1,no
51,0,no,cellular,439,3,no
47,72,no,unknown,278,1,no
53,100,no,cellular,205,4,no
35,319,yes,cellular,221,1,no
58,9339,yes,telephone,52,3,no
52,50,yes,unknown,84,3,no
57,32,yes,cellular,476,3,no
52,6922,no,cellular,371,1,no
35,633,yes,cellular,128,3,no
48,4265,yes,unknown,220,2,no
46,2262,no,telephone,44,14,no
39,1970,yes,unknown,30,1,no
38,1513,no,cellular,330,1,no
34,4659,yes,unknown,28,1,no
47,668,no,cellular,908,1,no
35,649,no,cellular,177,1,no
46,452,yes,unknown,113,4,no
27,-145,yes,telephone,289,8,no
31,-498,yes,cellular,357,1,no
31,0,no,cellular,38,16,no
46,22,yes,cellular,414,4,no
31,2304,yes,cellular,257,2,no
33,1412,yes,unknown,480,1,yes
42,145,no,cellular,252,2,no
33,4897,yes,unknown,151,1,no
40,1832,no,cellular,213,4,no
51,3726,no,cellular,119,12,no
31,591,no,cellular,161,2,no
62,0,no,cellular,227,2,yes
24,508,yes,telephone,12,3,no
48,817,no,cellular,517,1,yes
41,348,yes,cellular,225,2,no
43,291,yes,unknown,150,2,no
52,3554,no,cellular,89,1,no
54,781,yes,unknown,103,2,no
32,267,no,cellular,128,1,no
38,1327,yes,cellular,277,1,no
41,-306,yes,unknown,500,1,yes
31,864,yes,telephone,113,2,no
35,1265,yes,cellular,326,5,yes
26,0,no,unknown,755,1,no
52,214,no,cellular,161,3,no
58,425,yes,cellular,100,1,no
57,3,no,cellular,142,2,no
34,0,yes,unknown,214,2,no
59,0,no,cellular,167,2,no
27,282,no,cellular,676,5,no
42,0,no,cellular,236,1,no
47,3727,no,unknown,993,6,yes
33,0,yes,cellular,83,12,no
31,864,yes,cellular,100,1,no
37,4089,yes,cellular,289,2,yes
29,-478,no,cellular,528,2,no
38,-363,no,unknown,340,2,no
35,8883,no,cellular,33,3,no
31,1970,no,telephone,284,3,no
62,1859,no,telephone,245,3,yes
32,1059,yes,cellular,115,1,no
31,388,yes,unknown,730,2,no
51,602,yes,cellular,347,1,no
29,0,no,cellular,58,1,no
43,255,yes,cellular,180,1,no
36,63,yes,unknown,56,8,no
34,712,yes,unknown,326,3,no
29,57,yes,telephone,342,9,no
57,523,no,cellular,49,6,no
43,422,no,cellular,110,1,no
33,386,no,cellular,253,1,yes
60,3387,no,cellular,636,2,no
51,260,no,cellular,137,2,no
40,-1,no,cellular,173,1,no
51,1490,yes,cellular,227,2,no
38,497,yes,unknown,88,5,no
35,1707,yes,unknown,426,3,no
47,826,yes,telephone,195,3,no
45,907,no,cellular,230,8,no
40,1836,yes,cellular,750,2,yes
29,404,no,cellular,413,3,no
52,907,yes,unknown,104,2,no
26,18,yes,cellular,138,1,no
31,-495,yes,unknown,334,2,no
55,1210,yes,unknown,868,1,no
35,819,yes,telephone,102,14,no
56,442,no,unknown,77,3,no
28,-46,yes,cellular,199,1,yes
27,671,yes,unknown,332,2,no
30,371,no,cellular,124,2,no
51,-3,no,cellular,91,9,no
33,11,yes,cellular,104,3,no
32,33,yes,cellular,125,1,no
43,104,yes,cellular,635,3,yes
46,174,no,cellular,90,1,no
32,3107,yes,cellular,310,1,no
40,1438,yes,cellular,207,1,no
39,1367,no,unknown,43,1,no
51,-11,no,telephone,126,4,no
46,1693,yes,cellular,137,1,no
43,778,yes,unknown,284,5,no
36,837,no,cellular,68,6,no
48,363,no,cellular,67,1,no
26,236,yes,cellular,8,2,no
39,0,yes,cellular,62,1,no
47,-50,no,cellular,175,1,no
23,4,yes,unknown,395,2,yes
54,26306,yes,cellular,27,1,no
38,46,yes,unknown,195,1,no
33,575,no,cellular,254,2,no
35,148,no,cellular,199,1,no
52,431,no,cellular,73,17,no
25,777,yes,unknown,351,1,no
29,199,yes,unknown,1689,4,yes
35,3552,no,cellular,267,1,no
49,47,no,unknown,234,2,no
41,3823,no,cellular,234,10,no
32,138,no,cellular,94,4,no
29,1117,yes,unknown,77,2,no
28,1325,yes,cellular,242,1,no
59,0,no,cellular,247,4,no
34,4343,no,unknown,85,4,no
55,1598,no,cellular,607,4,no
34,3301,yes,cellular,485,2,yes
24,822,no,cellular,184,1,yes
42,-280,yes,unknown,258,1,no
34,1534,yes,cellular,156,1,no
34,1671,no,unknown,160,1,no
51,2007,no,unknown,1021,1,no
58,0,yes,cellular,5,25,no
44,2776,yes,cellular,701,1,yes
33,139,yes,cellular,732,2,yes
34,573,no,cellular,122,1,no
34,475,yes,unknown,559,1,no
42,47,yes,unknown,141,1,no
46,2154,yes,cellular,87,4,no
31,96,no,cellular,577,1,no
39,83,yes,cellular,193,2,no
34,6766,no,cellular,210,5,no
47,3973,no,cellular,732,2,no
42,372,yes,unknown,121,2,no
48,-552,no,cellular,150,2,no
30,48,no,cellular,140,1,no
38,7696,yes,cellular,386,2,no
24,4500,yes,cellular,733,2,yes
34,1,yes,cellular,108,1,no
46,46,no,cellular,80,1,no
32,-18,yes,unknown,155,3,no
46,451,yes,cellular,389,4,no
26,479,yes,cellular,133,3,no
42,0,yes,cellular,328,6,no
50,1130,yes,cellular,119,2,no
41,389,yes,unknown,87,6,no
34,10,no,cellular,162,1,no
32,401,yes,unknown,294,2,no
58,145,yes,cellular,128,2,no
45,115,yes,cellular,108,1,no
28,89,yes,cellular,172,2,no
35,94,yes,unknown,208,5,no
39,1438,yes,unknown,212,2,no
49,780,no,cellular,148,1,no
50,207,yes,cellular,99,1,no
37,238,no,cellular,185,1,yes
45,2433,no,cellular,133,2,no
30,1924,no,cellular,170,1,no
48,-471,yes,unknown,668,7,no
36,1531,yes,cellular,81,3,no
41,764,no,cellular,230,2,no
55,383,no,unknown,287,1,no
70,3782,no,cellular,618,1,no
41,326,yes,cellular,788,1,yes
47,691,no,cellular,285,6,no
34,0,no,cellular,163,2,no
33,99,no,cellular,159,1,no
58,502,yes,cellular,197,2,no
51,-15,no,cellular,212,2,no
45,1929,yes,unknown,44,15,no
55,0,no,cellular,180,2,no
30,185,no,unknown,11,1,no
33,-424,yes,unknown,863,1,no
27,0,yes,unknown,388,7,no
59,319,yes,unknown,143,3,no
34,171,yes,cellular,191,1,no
47,-1148,yes,unknown,62,2,no
44,-11,yes,unknown,13,1,no
35,0,yes,cellular,1073,1,yes
45,-206,yes,cellular,337,2,no
42,704,yes,telephone,88,10,no
38,1931,no,cellular,167,1,no
34,943,no,cellular,96,4,no
35,327,yes,cellular,537,3,no
29,-105,yes,unknown,5,3,no
58,983,no,cellular,139,1,no
44,787,yes,unknown,570,2,no
45,0,yes,cellular,100,3,no
43,3060,yes,unknown,253,2,no
44,5780,yes,cellular,525,2,no
30,790,no,cellular,696,3,no
38,1449,no,unknown,535,6,no
50,1412,no,cellular,131,3,no
21,681,no,unknown,6,1,no
38,228,yes,cellular,105,1,no
42,0,no,unknown,370,1,no
45,2087,no,cellular,29,14,no
34,2,yes,cellular,184,1,no
48,197,no,cellular,47,2,no
34,0,no,unknown,193,4,no
32,1905,yes,cellular,709,2,yes
35,118,no,cellular,358,2,no
39,2644,yes,unknown,253,1,no
36,16430,yes,unknown,197,3,no
35,13,no,cellular,94,2,no
57,14,no,cellular,445,2,no
28,769,yes,cellular,153,1,no
43,3485,no,unknown,113,1,no
57,139,no,cellular,80,1,no
34,202,yes,unknown,318,1,no
36,6,yes,cellular,100,1,no
47,2515,no,unknown,40,3,no
36,5195,yes,unknown,55,25,no
33,2098,no,cellular,67,1,no
57,320,no,cellular,76,2,no
57,3431,yes,unknown,73,1,no
34,50,yes,unknown,89,2,no
51,370,yes,cellular,109,3,no
54,-182,no,cellular,98,1,no
52,1623,yes,unknown,21,17,no
43,13342,yes,cellular,465,1,no
58,6570,no,cellular,106,3,no
53,225,yes,cellular,304,1,no
44,-665,no,cellular,342,3,no
29,0,no,unknown,16,25,no
27,54,yes,unknown,543,2,yes
35,46,no,cellular,338,3,no
40,2,no,cellular,197,5,no
34,103,yes,unknown,956,2,no
38,883,yes,cellular,95,1,no
32,55,yes,unknown,546,9,no
41,8238,yes,unknown,124,4,no
25,913,yes,cellular,113,4,no
38,595,yes,cellular,245,3,no
26,7,yes,cellular,188,2,no
37,1661,no,cellular,199,5,no
30,102,yes,cellular,470,7,yes
36,338,no,unknown,90,1,no
33,3132,yes,unknown,350,5,no
33,490,yes,cellular,31,1,no
35,2682,yes,cellular,156,1,no
24,0,yes,unknown,299,1,no
29,596,no,cellular,510,2,no
54,2059,yes,cellular,177,4,no
27,132,no,cellular,123,2,no
34,0,no,cellular,270,1,no
39,385,yes,unknown,225,4,no
38,223,no,cellular,63,1,no
37,0,yes,unknown,247,13,no
26,512,yes,cellular,206,5,no
36,1169,yes,unknown,168,2,no
35,71,yes,unknown,836,12,no
30,940,no,cellular,131,2,no
25,-80,yes,unknown,89,1,no
34,0,yes,cellular,116,4,no
52,1317,no,unknown,58,1,no
39,179,no,unknown,36,1,no
34,1007,yes,cellular,240,2,no
34,0,no,cellular,132,4,no
30,1286,yes,cellular,544,1,no
33,804,yes,unknown,266,1,no
30,4,no,cellular,443,2,no
51,0,yes,cellular,324,1,no
36,417,yes,cellular,15,10,no
48,1678,no,cellular,263,2,no
37,532,yes,unknown,199,1,no
58,407,yes,cellular,145,2,no
56,659,no,cellular,56,1,no
34,393,yes,cellular,11,9,no
33,661,yes,cellular,411,1,no
26,0,no,cellular,165,23,no
40,838,yes,unknown,619,3,no
35,195,yes,cellular,203,1,no
45,68,yes,unknown,254,1,no
37,-242,yes,cellular,1149,6,yes
35,321,yes,unknown,189,1,no
43,3403,yes,cellular,707,2,yes
28,8,yes,cellular,196,1,no
32,739,yes,unknown,171,1,no
26,622,no,cellular,1451,2,yes
35,152,yes,unknown,563,1,yes
35,2,no,cellular,239,4,no
39,1439,yes,telephone,73,6,no
42,1491,yes,cellular,203,2,no
32,6402,yes,cellular,158,1,no
30,1210,no,cellular,100,4,no
26,122,no,cellular,160,1,no
30,0,yes,cellular,661,1,no
32,62,yes,cellular,166,1,no
47,3333,yes,cellular,114,2,no
33,16992,yes,unknown,58,1,no
57,23,yes,telephone,25,8,no
35,0,yes,cellular,121,2,no
53,6072,no,unknown,226,4,no
24,366,no,unknown,234,2,no
54,0,no,cellular,88,1,no
31,1343,yes,unknown,85,1,no
41,2105,yes,cellular,134,1,no
44,2319,no,cellular,251,3,no
35,35,yes,cellular,152,1,no
30,877,no,cellular,202,1,no
43,30,yes,unknown,379,17,no
51,-2082,no,cellular,123,6,no
60,89,no,cellular,156,2,no
43,104,no,unknown,332,1,no
31,1750,yes,telephone,90,3,no
56,772,yes,telephone,291,1,no
42,1048,yes,telephone,23,2,no
52,592,no,cellular,122,2,no
40,0,yes,cellular,105,2,no
36,3064,yes,telephone,1143,4,no
40,33,no,unknown,70,3,no
46,0,yes,cellular,264,2,no
32,1649,no,cellular,204,2,no
31,287,yes,cellular,182,1,no
41,0,yes,cellular,386,2,no
58,419,no,unknown,295,3,no
36,257,yes,cellular,86,2,no
52,118,no,cellular,16,20,no
42,251,no,cellular,413,2,no
32,1731,yes,unknown,323,3,no
62,0,no,cellular,78,3,no
31,23,no,cellular,121,3,no
41,-386,no,cellular,477,1,yes
34,5498,no,cellular,265,1,no
44,5063,no,cellular,418,2,yes
42,7041,yes,cellular,386,4,no
37,654,no,unknown,594,2,no
47,1890,no,cellular,161,1,no
32,2400,yes,cellular,450,3,no
46,519,yes,cellular,217,6,no
39,1190,no,cellular,136,1,no
28,229,yes,unknown,322,1,no
26,203,no,cellular,104,1,no
52,1818,no,cellular,189,2,no
42,1289,no,cellular,250,4,yes
33,39,no,cellular,123,5,no
73,796,no,cellular,427,1,yes
35,57,no,cellular,632,2,no
40,1548,yes,cellular,101,3,no
51,117,no,cellular,467,2,yes
37,0,yes,cellular,640,2,no
39,691,yes,cellular,517,1,no
28,64,yes,unknown,160,3,no
49,0,yes,cellular,177,3,no
36,957,yes,unknown,206,1,no
45,118,yes,unknown,208,2,no
29,218,yes,cellular,169,1,no
35,724,yes,cellular,287,2,yes
35,20,yes,cellular,505,3,no
30,-28,yes,cellular,284,2,no
46,665,no,cellular,89,4,no
25,5,no,cellular,138,1,no
36,925,no,cellular,321,3,yes
42,2519,yes,unknown,262,4,no
57,3927,no,cellular,61,1,no
42,401,yes,cellular,217,9,no
